,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,antecedent_len,consequent_len,rule_len
2,frozenset({'20-24'}),frozenset({'Roselia'}),0.3642462509865825,0.48105761641673245,0.17561168113654302,0.48212351029252437,1.0022157301733032,0.00038824784820676306,1.0020582009358912,1,1,2
38,frozenset({'25-29'}),frozenset({'Pastel*Palettes'}),0.12312549329123915,0.30465666929755325,0.03749013417521705,0.3044871794871795,0.999443669456623,-2.0868516510105795e-05,0.9997563095813982,1,1,2
9,frozenset({'Pastel*Palettes'}),frozenset({'14-19'}),0.30465666929755325,0.45343330702446727,0.13614838200473559,0.44689119170984454,0.9855720450763673,-0.0019930990619134725,0.9881721006489725,1,1,2
8,frozenset({'14-19'}),frozenset({'Pastel*Palettes'}),0.45343330702446727,0.30465666929755325,0.13614838200473559,0.30026109660574407,0.9855720450763673,-0.0019930990619134725,0.9937182673844668,1,1,2
10,"frozenset({""Poppin'Party""})",frozenset({'14-19'}),0.30544593528018943,0.45343330702446727,0.13338595106550907,0.4366925064599483,0.9630799054564916,-0.005113409485768633,0.9702812393648218,1,1,2
1,frozenset({'Roselia'}),frozenset({'14-19'}),0.48105761641673245,0.45343330702446727,0.20718232044198895,0.4306808859721083,0.9498219017000195,-0.010945225439157713,0.9600357330506836,1,1,2
0,frozenset({'14-19'}),frozenset({'Roselia'}),0.45343330702446727,0.48105761641673245,0.20718232044198895,0.4569190600522193,0.9498219017000193,-0.010945225439157713,0.9555525620788051,1,1,2
14,frozenset({'Afterglow'}),frozenset({'20-24'}),0.3425414364640884,0.3642462509865825,0.11838989739542226,0.3456221198156682,0.948869395030231,-0.006379536644180589,0.9715391798303633,1,1,2
13,frozenset({'20-24'}),frozenset({'Afterglow'}),0.3642462509865825,0.3425414364640884,0.11838989739542226,0.3250270855904659,0.948869395030231,-0.006379536644180589,0.9740517723011981,1,1,2
11,frozenset({'20-24'}),"frozenset({'Hello, Happy World!'})",0.3642462509865825,0.345698500394633,0.11917916337805841,0.3271939328277357,0.9464719472437011,-0.006740219362370278,0.9724964317806019,1,1,2
12,"frozenset({'Hello, Happy World!'})",frozenset({'20-24'}),0.345698500394633,0.3642462509865825,0.11917916337805841,0.3447488584474886,0.9464719472437011,-0.006740219362370278,0.9702443974490483,1,1,2
39,frozenset({'25-29'}),frozenset({'Afterglow'}),0.12312549329123915,0.3425414364640884,0.037095501183898975,0.3012820512820513,0.8795492142266337,-0.005080082153431566,0.9409498707486441,1,1,2
50,frozenset({'RAISE A SUILEN'}),frozenset({'14-19'}),0.06195737963693765,0.45343330702446727,0.02367797947908445,0.38216560509554137,0.842826495484858,-0.004415560064262573,0.8846491834758622,1,1,2
